 ,psm_yaw_joint,psm_pitch_joint,psm_main_insertion_joint,psm_tool_roll_joint,psm_tool_pitch_joint,psm_tool_yaw_joint,psm_tool_gripper2_joint
Positions
0,0.21052130083931678,0.5787170159846458,0.09396218618840825,0.034587968953292095,-0.1796408652813807,0.03847774750721057,0.03854362109019771
1,0.2013512956173963,0.5908440509418549,0.09852672230384045,0.038301700279531566,-0.192038336939503,0.042138942254478985,0.042204815837466124
2,0.19292894999263463,0.60166676752578,0.10310668539908246,0.041728748146166304,-0.20313109160658566,0.045467479014608646,0.045533352597595785
3,0.18516878640359166,0.6113796843630643,0.10769980053462765,0.04490024386611934,-0.21311089529975913,0.048506420182199056,0.04857229376518619
4,0.1779973139812612,0.6201413187447983,0.11230423899444622,0.04784315736177765,-0.22213439803666057,0.05129178029842221,0.051357653881409344
5,0.17135127765699817,0.6280819523280403,0.11691849333036218,0.05058085078655447,-0.2303306284431228,0.053853870046866086,0.05391974362985321
6,0.16517598307406664,0.63530954154439,0.12154131034450573,0.053133658337194925,-0.23780673429870278,0.05621837698638277,0.05628425056936989
7,0.159423929625262,0.641914226928845,0.1261716400427153,0.05551935682669004,-0.2446523692586295,0.05840721076149195,0.05847308434447907
8,0.15405369011930242,0.6479718080883751,0.13080859632329278,0.057753551051694794,-0.2509430788396461,0.06043917012995855,0.060505043712945676
9,0.14902898844215756,0.6535464469891229,0.13545142639225297,0.059849991685479005,-0.2567429387106497,0.06233047407402859,0.06239634765701572
10,0.14431793674704094,0.6586927897513826,0.14009948674047637,0.06182083924987532,-0.26210662881180274,0.06409518808165805,0.06416106166464516
11,0.1398924016999965,0.663457646076182,0.14475222410676797,0.0636768846031107,-0.26708107769632283,0.0657455688619096,0.06581144244489671
12,0.13572747557720843,0.6678813290827191,0.14940916026627948,0.06542773399333553,-0.2717067764103918,0.06729234521655811,0.06735821879954522
13,0.13180103291510636,0.671998732231419,0.1540698797814119,0.06708196531329638,-0.27601883634132257,0.06874494811354906,0.06881082169653617
14,0.1280933572854516,0.6758402010138842,0.1587340200658411,0.06864726038198478,-0.2800478466922251,0.07011170072229939,0.07017757430528651
15,0.12458682579068592,0.6794322432252444,0.16340126327008214,0.07013051756608252,-0.2838205742988386,0.07139997604106839,0.07146584962405551
16,0.08747426467715794,0.6816268361822481,0.16302803087751763,0.08509701918505533,-0.28824423153288636,0.08629192845629416,0.08635780203928128
17,0.05011049848117522,0.6831369118358972,0.1627860066565277,0.10009838845686747,-0.2924280343077362,0.1012784025617121,0.10134427614469922
18,0.012598853117385714,0.6839491230102058,0.16267576016614474,0.1150707882207156,-0.2963573650718031,0.11633318730628028,0.11639906088926741
19,-0.02495466819617688,0.6840566865656477,0.16269754172020875,0.12994943989173918,-0.3000196541549856,0.13142929402450643,0.13149516760749355
20,-0.062443311454490225,0.6834594225313869,0.16285126944537187,0.14467005534698468,-0.30340444054849475,0.1465392859347752,0.14660515951776232
21,-0.09976139239098954,0.6821637493072937,0.16313653057362393,0.15917017819636356,-0.3065035174393861,0.1616355758154131,0.16170144939840023
22,-0.13680607258864805,0.6801825045924371,0.16355258683635407,0.1733904632706339,-0.30931102762582297,0.17669072771722724,0.17675660130021437
23,-0.17347901749183237,0.6775346017456717,0.16409838379833425,0.18727583482577634,-0.3118235063218383,0.19167775448963753,0.19174362807262466
24,-0.20968787167816572,0.6742445395742939,0.164772563861369,0.20077647303469243,-0.31403987110177495,0.20657040311102368,0.2066362766940108
25,-0.24534750030946714,0.6703417902812989,0.16557348257281146,0.21384859116918514,-0.31596136098882066,0.2213434204304324,0.22140929401341952
26,-0.28038096217860486,0.6658600949821345,0.16649922779729587,0.22645498100078207,-0.3175914286666795,0.2359727928901093,0.23603866647309643
27,-0.2936802662720947,0.6662934397554187,0.1704858759769331,0.23134978414160592,-0.32038513585273376,0.2412809089072553,0.2413467824902424
28,-0.30635150914900294,0.6666169460745642,0.1744895488928876,0.23598666722412337,-0.3230050398935423,0.2463455288662605,0.2464114024492476
29,-0.3184342102142395,0.6668443765810949,0.17850904858408476,0.24038297812900117,-0.32546537116032204,0.25118205050051695,0.25124792408350405
30,-0.32996505171992735,0.6669877552817113,0.18254328830549096,0.24455478390140256,-0.3277789686147868,0.2558046971476269,0.255870570730614
Velocities
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.09834946112842938,0.12745074902201334,0.05216490709487351,0.0399636362136835,-0.13053051182367517,0.03898397979897896,0.03898397979897896
2,-0.159784576340389,0.2023193767650388,0.09121931003956538,0.06517740954110812,-0.20765217664797675,0.06282365119476162,0.06282365119476153
3,-0.19542919888910132,0.24145503813808394,0.12095838806982118,0.08004631138230969,-0.24840000724003752,0.07619294601658078,0.0761929460165807
4,-0.2219703419479292,0.2680479305842162,0.14860566809101222,0.09127104496214394,-0.2763797827254446,0.08587536744126734,0.08587536744126721
5,-0.2251756235932088,0.2663896157580341,0.16223453473965174,0.09291504436649996,-0.2752434024420425,0.08652336621864365,0.08652336621864354
6,-0.22189577117260295,0.2571955009644137,0.1724996439996524,0.09188429989404943,-0.2663118531677445,0.08469523331546291,0.08469523331546291
7,-0.21892619576111794,0.24923992331609188,0.18240850468037542,0.09093578374093586,-0.2585713417124192,0.08308035628309099,0.08308035628309099
8,-0.20335568792461406,0.22757107008032834,0.18150549228096763,0.08471930191659965,-0.23653693127097863,0.07675171743224296,0.07675171743224296
9,-0.18745010835304032,0.20643625817113156,0.1788231887112729,0.07830959431612486,-0.21495608169699798,0.07039396784974593,0.07039396784974566
