 ,Position x,Position y,Position z,Orientation x,Orientation y,Orientation z,Orientation w
Start pose
 ,-0.01544211605914106,0.04663725028255687,-0.07221848101340825,-0.5464183875208399,0.12416420062624031,0.08248360411919864,0.8241399469225353
Final pose
 ,0.04455787982351703,0.10663724999423481,-0.13221847723679842,-0.5464183832174893,0.12416420014780637,0.08248360810068109,0.8241399494493238
Cartesian via points
28,0.10163724107507432
29,0.10413724554356818
30,0.10663724999423481
Z coordinates of via points
0,-0.07221848101340825
1,-0.07555179036123597
2,-0.07888512919111956
3,-0.08221846658637146
4,-0.08555180296215059
5,-0.08888513860316262
6,-0.09221847370730497
7,-0.09555180841415628
8,-0.0988851428235135
9,-0.10221847700764329
10,-0.1055518110195023
11,-0.1088851448983304
12,-0.11221847867350776
13,-0.11555181236724735
14,-0.11888514599649774
15,-0.12221847957430282
16,-0.1222184864751515
17,-0.12221848688733031
18,-0.12221848723800749
19,-0.12221848752330301
20,-0.12221848773930688
21,-0.12221848788210099
22,-0.12221848794816204
23,-0.12221848793494636
24,-0.12221848784154443
25,-0.12221848766927723
26,-0.12221848742210964
27,-0.1247184806068872
28,-0.12721847954344948
29,-0.12971847841747014
30,-0.13221847723679842
